"Aircraft: Airline/Operator","Aircraft: Make/Model","Aircraft: Type","Airport: Name","Altitude bin","Conditions: Precipitation","Conditions: Sky","Effect: Impact to flight","Effect: Indicated Damage","Effect: Other","FlightDate","Number of human fatalities","Number of people injured","Origin State","Remarks","When: Phase of flight","When: Time of day","Wildlife: Number struck","Wildlife: Size","Wildlife: Species","Aircraft: Flight Number","Aircraft: Number of engines?","Cost: Other (inflation adj)","Cost: Repair (inflation adj)","Cost: Total $","Feet above ground","Miles from airport","Number of Records","Record ID","Speed (IAS) in knots"
"MILITARY","KC-135R","Airplane","PEASE INTL TRADEPORT","< 1000 ft","None","Some Clouds","None","No damage",,7/11/2000 0:00,,,"New Hampshire","NO REMAINS FOUND","Approach","Day",1,"Small","Unknown bird - small",,,0,0,0,100,,1,"2,882",157
"MILITARY","AT-38B","Airplane","SHEPPARD AIR FORCE BASE","< 1000 ft","None",,"None","No damage",,7/11/2000 0:00,,,"Texas","Felt birdstrike but no damage visible","Approach","Day",1,"Medium","Unknown bird or bat",,,0,0,0,300,,1,"4,884",170
"MILITARY","T-38A","Airplane","SHEPPARD AIR FORCE BASE","< 1000 ft","None",,,"No damage",,7/11/2000 0:00,,,"Texas","Two birds seen.  First one seen did not strike the aircraft, second bird seen split second before impact on front canopy.  Brown-type bird was the one which struck the aircraft","Climb","Dawn",1,"Medium","Unknown bird or bat",,,0,21,21,200,,1,"5,128",180
"MILITARY","C-130H","Airplane","YOUNGSTOWN-WARREN RGNL ARPT","< 1000 ft","Rain","Overcast","None","No damage",,7/10/2000 0:00,,,"Ohio","Hit aircraft above glass in front of aircraft.","Approach","Dusk","11 to 100","Small","Unknown bird - small",,,0,0,0,"1,000",,1,"2,881",170
"MILITARY","T-38A","Airplane","SHEPPARD AIR FORCE BASE","< 1000 ft","None","No Cloud","None","No damage",,7/10/2000 0:00,,,"Texas","impact on nose","Take-off run","Day",1,"Medium","Unknown bird or bat",,,0,21,21,2,0,1,"4,883",150
"MILITARY","A-10A","Airplane","W K KELLOGG ARPT","< 1000 ft","None","No Clouds","None","No damage",,7/8/2000 0:00,,,"Michigan","Struck pylon #9 right wing -- no damage.  No bird remains found.","Approach","Day",1,"Small","Unknown bird - small",,,0,0,0,300,,1,"2,880",150
"MILITARY","T-1A","Airplane","COLORADO SPRINGS MUNICIPAL","Unknown","None","Some Clouds","None","No damage",,7/7/2000 0:00,,,"Colorado","Horned Lark","Take-off run","Day",1,"Medium","Unknown bird or bat",,,0,0,0,,0,1,"2,879",
"MILITARY","OA-10A","Airplane","MARTIN STATE ARPT","Unknown","None","No Clouds","None","No damage",,7/7/2000 0:00,,,"Maryland","American Kestral","Landing Roll","Day",1,"Medium","Unknown bird or bat",,,0,0,0,,0,1,"2,878",
"MILITARY","T-1A","Airplane","MONTGOMERY REGIONAL ARPT","> 1000 ft","None","No Clouds","None","No damage",,7/7/2000 0:00,,,"Alabama",,"Approach","Day",1,"Small","Unknown bird - small",,,0,0,0,"1,900",,1,"2,875",160
"MILITARY","C-21A","Airplane","MONTGOMERY REGIONAL ARPT","> 1000 ft","None","No Clouds","None","No damage",,7/7/2000 0:00,,,"Alabama","no remains were found","Approach","Day",1,"Small","Unknown bird - small",,,0,0,0,"1,600",,1,"2,876",160
"MILITARY","KC-135E","Airplane","RICKENBACKER INTL","< 1000 ft","None","No Clouds","Precautionary Landing","No damage",,7/7/2000 0:00,,,"Ohio",,"Climb","Day",1,"Small","Unknown bird - small",,,0,0,0,700,,1,"2,877",130
"MILITARY","T-38C","Airplane","WILL ROGERS WORLD ARPT","< 1000 ft","None","No Clouds","None","No damage",,7/7/2000 0:00,,,"Oklahoma",,"Take-off run","Day",,"Medium","Unknown bird or bat",,,0,0,0,0,0,1,"2,874",145
"MILITARY","C-130E","Airplane","QUAD CITY ARPT","< 1000 ft","None","Some Clouds","None","No damage",,7/6/2000 0:00,,,"Illinois","Sparrow Hawk","Take-off run","Day",1,"Medium","Unknown bird or bat",,,0,0,0,0,0,1,"2,872",100
"MILITARY","T-38A","Airplane","SHEPPARD AIR FORCE BASE","< 1000 ft","None","No Cloud",,"No damage",,7/6/2000 0:00,,,"Texas",,"Take-off run","Day",1,"Medium","Unknown bird or bat",,,0,0,0,0,0,1,"4,880",145
"MILITARY","C-130E","Airplane","QUAD CITY ARPT","< 1000 ft","None","No Clouds",,"No damage",,7/6/2000 0:00,,,"Illinois",,"Take-off run","Day",,"Medium","Unknown bird or bat",,,0,0,0,0,0,1,"2,873",100
"MILITARY","C-130E","Airplane","EASTERN WEST VIRGINIA REGIONAL ARPT","< 1000 ft","None","No Clouds","Other","No damage",,7/5/2000 0:00,,,"West Virginia","After strike, aircraft returned to home base (KNXX) to have aircraft inspected by maintenance personnel.  No impact point noted and mission continued.","Approach","Day",1,"Small","Unknown bird - small",,,0,0,0,50,,1,"2,871",109
"MILITARY","T-1A","Airplane","COLORADO SPRINGS MUNICIPAL","< 1000 ft",,,"None","No damage",,7/5/2000 0:00,,,"Colorado","Robin","Climb","Day",1,"Small","Unknown bird - small",,,0,0,0,"1,000",,1,"2,869",180
"MILITARY","C-21A","Airplane","COLORADO SPRINGS MUNICIPAL","< 1000 ft","None","No Clouds","None","No damage",,7/5/2000 0:00,,,"Colorado","Birdstrike on T/O left flap at 8deg and gear down. Return to base w/ long vectors to burn down to max landing wieght. Rt flap found to have blood on it. No damage.","Climb","Dawn",,"Small","Horned lark",,,0,0,0,50,,1,"2,870",160
"MILITARY","KC-135E","Airplane","BANGOR INTL","< 1000 ft","None","Some Clouds","None","No damage",,7/4/2000 0:00,,,"Maine",,"Take-off run","Day",1,"Medium","Unknown bird or bat",,,0,0,0,0,0,1,"2,868",150
"MILITARY","KC-135E","Airplane","GREATER PITTSBURGH","Unknown",,,"None","No damage",,6/29/2000 0:00,,,"Pennsylvania","noticed several birds on taxi",,"Night",1,"Small","Killdeer",,,0,0,0,,,1,"2,867",
"MILITARY","T-1A","Airplane","COLORADO SPRINGS MUNICIPAL","< 1000 ft","None","Overcast","None","No damage",,6/28/2000 0:00,,,"Colorado",,"Take-off run","Day",1,"Small","Western kingbird",,,0,0,0,0,0,1,"3,037",105
"MILITARY","T-1A","Airplane","SALINA MUNICIPAL","< 1000 ft","None","No Clouds","None","No damage",,6/27/2000 0:00,,,"Kansas",,"Climb","Day",1,"Small","Unknown bird - small",,,0,0,0,10,,1,"3,035",140
"MILITARY","T-1A","Airplane","JACKSON EVERS INTL","< 1000 ft","None","No Clouds","None","No damage",,6/27/2000 0:00,,,"Mississippi",,"Approach","Day",1,"Small","Barn swallow",,,0,0,0,400,,1,"3,036",130
"MILITARY","F-15C","Airplane","KLAMATH FALLS INTL","< 1000 ft","None","No Clouds","None","No damage",,6/23/2000 0:00,,,"Oregon","continued on mission - no damage","Climb","Day",1,"Small","Unknown bird - small",,,0,0,0,100,,1,"3,034",165
"MILITARY","C-21A","Airplane","PUEBLO MEMORIAL ARPT","Unknown","None","No Clouds","None","No damage",,6/22/2000 0:00,,,"Colorado","Discovered in flight during cruise. Feathers recovered. Given to 84 ALF safety office.",,"Day",,"Small","Chimney swift",,,0,0,0,,,1,"4,020",
"MILITARY","C-21A","Airplane","GULFPORT BILOXI REGIONAL","< 1000 ft","None","Some Clouds","Other","No damage",,6/16/2000 0:00,,,"Mississippi",,"Approach","Day","2 to 10","Small","Laughing gull",,,0,"2,673","2,673",25,,1,"2,815",155
"MILITARY","C-17A","Airplane","CHARLESTON AFB/INTL ARPT","< 1000 ft","None","Some Cloud","Precautionary Landing","No damage",,6/16/2000 0:00,,,"South Carolina",,"Approach","Day",1,"Medium","Unknown bird or bat",,,0,0,0,300,,1,"4,475",130
"MILITARY","C-17A","Airplane","CHARLESTON AFB/INTL ARPT","< 1000 ft",,,"None","No damage",,6/16/2000 0:00,,,"South Carolina",,"Approach","UNKNOWN",,"Medium","Unknown bird or bat",,,0,0,0,300,,1,"4,474",130
"MILITARY","C-130H","Airplane","ROCHESTER INTL","Unknown","None","Overcast","None","No damage",,6/15/2000 0:00,,,"Minnesota","1-Swallow_x000D_
1-Seagull","Approach","Day","2 to 10","Medium","Unknown bird or bat",,,0,0,0,,,1,"2,814",
"MILITARY","C-9A","Airplane","ST LOUIS REGIONAL","< 1000 ft","None","No Clouds","None","No damage",,6/14/2000 0:00,,,"Illinois","REMAINS WERE FOUND AND BEING SENT.","Take-off run","Day",1,,"Perching birds (y)",,,0,0,0,0,0,1,"2,813",130
"MILITARY","T-1A","Airplane","TALLAHASSEE REGIONAL","< 1000 ft","None","No Clouds","Precautionary Landing","Caused damage",,6/14/2000 0:00,,,"Florida",,"Approach","Day",1,"Large","Black vulture",,,0,668,668,"1,000",,1,"2,812",120
"MILITARY","E-4B","Airplane","BARKSDALE AIR FORCE BASE ARPT","> 1000 ft","None","No Cloud","Precautionary Landing","No damage",,6/13/2000 0:00,,,"Louisiana","no remains","Approach","Day",1,"Medium","Unknown bird or bat",,,0,0,0,"1,800",,1,"4,473",280
"MILITARY","T-1A","Airplane","LAREDO INTL","< 1000 ft","None","Some Clouds","Aborted Take-off","No damage",,6/13/2000 0:00,,,"Texas","Pilot informaed that he had struck a bird and had hot brakes.  Aircraft taxis off rwy17L and shuts down on taxiway F.  Aircraft towed to aerocenter.  Sparrow and Larks.","Climb","Day",,"Small","Unknown bird - small",,,0,0,0,10,,1,"2,811",200
"MILITARY","T-37B",,"SHEPPARD AIR FORCE BASE","< 1000 ft",,,,"No damage",,6/13/2000 0:00,,,"Texas",,"Climb","Day",1,"Small","Eastern meadowlark",,,0,21,21,0,,1,"4,472",90
"MILITARY","T-38A","Airplane","SHEPPARD AIR FORCE BASE","Unknown",,,,"No damage",,6/12/2000 0:00,,,"Texas","2 bags of remains sent","Approach","Day",1,"Small","Common nighthawk",,,0,21,21,,,1,"4,471",
"MILITARY","T-1A","Airplane","MONTGOMERY REGIONAL ARPT","< 1000 ft","None","No Clouds","None","No damage",,6/8/2000 0:00,,,"Alabama","No personal injuries.  Damage to left main gear.  Hydraulic leak.  Red Tail Hawk.","Approach","Day",1,"Large","Unknown bird - large",,,0,0,0,350,,1,"2,810",133
"MILITARY","KC-135R","Airplane","LINCOLN MUNICIPAL","Unknown","None","No Clouds","None","No damage",,6/7/2000 0:00,,,"Nebraska",,"Climb","Day",1,"Medium","Unknown bird or bat",,,0,0,0,,,1,"3,930",
"MILITARY","HC-130N","Airplane","TED STEVENS ANCHORAGE INTL","< 1000 ft","None","Some Clouds","None","No damage",,6/7/2000 0:00,,,"Alaska",,"Approach","Day",1,"Small","Unknown bird - small",,,0,0,0,20,,1,"3,929",130
"MILITARY","HC-130N","Airplane","TED STEVENS ANCHORAGE INTL","< 1000 ft","None","Some Clouds","None","No damage",,6/7/2000 0:00,,,"Alaska","Struck small bird on landing flare (1500 ft. down the runway estimated). Pilot warned of birds. Swallow-like. Reported by Jeremy Brockman, Wildlife Specialist via FAA/USDA.","Approach","Day",1,"Small","Cliff swallow",,,0,"1,336","1,336",20,,1,"3,931",130
"MILITARY","C-130H","Airplane","TED STEVENS ANCHORAGE INTL","< 1000 ft",,,,"No damage",,6/7/2000 0:00,,,"Alaska","call number 00-41; impact 10:00 position on nose radome.","Landing Roll","Day",1,"Small","Cliff swallow",,,0,0,0,0,0,1,"3,932",130
"MILITARY","KC-135R","Airplane","NIAGARA FALLS INTL","> 1000 ft","None","Some Clouds","None","No damage",,6/4/2000 0:00,,,"New York","Strike Discovered by Aircrew","Approach","Day","2 to 10","Large","Unknown bird - large",,,0,0,0,"1,900",,1,"3,928",200
"MILITARY","C-130H","Airplane","YOUNGSTOWN-WARREN RGNL ARPT","< 1000 ft","None","No Clouds","None","No damage",,6/1/2000 0:00,,,"Ohio","airport picked up.  Remains not sent.","Landing Roll","Day",1,"Medium","Unknown bird or bat",,,0,0,0,0,0,1,"3,927",100
"MILITARY","T-38A","Airplane","SHEPPARD AIR FORCE BASE","< 1000 ft",,,,"No damage",,5/30/2000 0:00,,,"Texas",,"Climb","Day",1,"Small","Eastern meadowlark",,,0,21,21,0,,1,"7,334",155
"MILITARY","KC-135R","Airplane","JOE FOSS FIELD ARPT","> 1000 ft","None","Overcast","None","No damage",,5/25/2000 0:00,,,"South Dakota","STRUCK 3 BIRDS AT JOE FOSS FIELD, SD.   COPILOT SIDE RADOME, COPILOT SIDE FUSELAGE NEAR AOA PROBE, BOTTOM LEFT WING BETWEEN #1/2 ENG.  NO DAMAGE, NO REMAINS.","Approach","Night","2 to 10","Small","Unknown bird - small",,,0,0,0,"2,000",,1,"3,925",190
"MILITARY","C-130H","Airplane","YOUNGSTOWN-WARREN RGNL ARPT","< 1000 ft","None","No Clouds","Precautionary Landing","No damage",,5/25/2000 0:00,,,"Ohio",,"Approach","Night",1,"Medium","Unknown bird - medium",,,0,0,0,200,,1,"3,926",107
"MILITARY","KC-10A","Airplane","ATLANTIC CITY INTL","> 1000 ft","None","Some Clouds","None","No damage",,5/24/2000 0:00,,,"New Jersey","FAA report","Approach","Day",1,"Small","Unknown bird - small",,,0,0,0,"2,000",,1,"2,789",175
"MILITARY","F-16C","Airplane","TALLAHASSEE REGIONAL","< 1000 ft","None","Some Clouds","Precautionary Landing","No damage",,5/24/2000 0:00,,,"Florida","FAA Report._x000D_
_x000D_
""unsure about damage, wingman did not see any damage.  both returned to moody afb for precautionary landing.  the pilot was advised to call about any damage to acrft""","Climb","Day",1,"Medium","Unknown bird - medium",,,0,0,0,200,,1,"2,790",210
"MILITARY","C-130E","Airplane","GULFPORT BILOXI REGIONAL","< 1000 ft","None","No Clouds","None","No damage",,5/24/2000 0:00,,,"Mississippi","FAA Report_x000D_
_x000D_
Ron Burrus, Operational Supervisor","Take-off run","Day",1,"Medium","Unknown bird or bat",,,0,0,0,0,0,1,"2,788",100
"MILITARY","KC-135R","Airplane","BARKSDALE AIR FORCE BASE ARPT","< 1000 ft","None","No Cloud","Precautionary Landing","No damage",,5/24/2000 0:00,,,"Louisiana",,"Take-off run","Day",1,"Medium","Unknown bird or bat",,,0,0,0,0,0,1,"7,333",150
"MILITARY","F-16D","Airplane","TERRE HAUTE INTL ARPT-HULMAN FIELD","< 1000 ft","None","Some Clouds","Precautionary Landing","No damage",,5/24/2000 0:00,,,"Indiana","Indiana Air National Guard","Climb","Day",1,"Large","Unknown bird - large",,,0,"22,516","22,516",200,,1,"2,787",300
"MILITARY","T-1A","Airplane","ALEXANDRIA INTL","< 1000 ft","None","Some Clouds","Aborted Take-off","Caused damage",,5/23/2000 0:00,,,"Louisiana","On takeoff roll from a planned touch & go, acft impacted a single large bird.  Acft aborted takeoff and shutdown.  Bird impacted #2 engine.","Take-off run","Day",1,"Large","Great blue heron",,,0,"785,503","785,503",0,0,1,"2,786",110
"MILITARY","T-38A","Airplane","SHEPPARD AIR FORCE BASE","Unknown",,,,"No damage",,5/22/2000 0:00,,,"Texas","impact left main gear","Approach","Day",1,"Small","Eastern meadowlark",,,0,21,21,,,1,"7,331",
"MILITARY","UNKNOWN",,"HARRISON/MARION REGIONAL","< 1000 ft","None","Some Clouds","None","No damage",,5/22/2000 0:00,,,"West Virginia","Army National Guard_x000D_
Report Submitted By:_x000D_
CKB ATCT_x000D_
2500 Aviation Way_x000D_
Bridgeport WV, 26330_x000D_
xxx-xxx-xxxx","Approach","Day",1,"Medium","Unknown bird - medium",,,0,0,0,75,,1,"2,785",98
"MILITARY","P-3C",,"CHARLES B WHEELER DOWNTOWN ARPT","< 1000 ft","None","Overcast","None","No damage",,5/19/2000 0:00,,,"Missouri","FAA Report_x000D_
_x000D_
Possible starling","Approach","Day",1,"Small","Unknown bird - small",,,0,0,0,200,,1,"2,784",145
"MILITARY","HC-130N","Airplane","KENAI MUNICIPAL ARPT","Unknown","None","Overcast","None","No damage",,5/18/2000 0:00,,,"Alaska","Reported by Latie Kleidon; Controller in Charge","Climb","Day",1,,"Gulls,terns",,,0,0,0,,,1,"2,783",
"MILITARY","B-52H","Airplane","BARKSDALE AIR FORCE BASE ARPT","> 1000 ft","None","No Cloud","None","No damage",,5/18/2000 0:00,,,"Louisiana","Birdstrike on #1 main landing gear and above the #5 engine.","Approach","Night","2 to 10","Small","Cape May warbler",,,0,0,0,"1,200",,1,"7,379",160
"MILITARY","A-10A","Airplane","BRADLEY INTL","Unknown",,,,"No damage",,5/17/2000 0:00,,,"Connecticut","Submitted by 2Lt D. Swaby, BASH team Ecologist.",,"Night",,"Small","White-eyed vireo",,,0,0,0,,,1,"3,924",
"MILITARY","B-52H","Airplane","BARKSDALE AIR FORCE BASE ARPT","< 1000 ft","None","No Cloud","None","No damage",,5/16/2000 0:00,,,"Louisiana","Bird type - Swallow.  Bird struck just below the copilot's window.","Approach","Day",1,"Medium","Unknown bird or bat",,,0,0,0,25,,1,"7,330",126
"MILITARY","RC-135U","Airplane","LINCOLN MUNICIPAL","Unknown","None","No Clouds","None","No damage",,5/15/2000 0:00,,,"Nebraska","no remains","Approach","Night","2 to 10","Medium","Unknown bird or bat",,,0,0,0,,,1,"3,923",
"MILITARY","C-21A","Airplane","COLORADO SPRINGS MUNICIPAL","< 1000 ft","None","No Clouds","None","No damage",,5/12/2000 0:00,,,"Colorado","Struck two birds on takeoff roll at about 110 KIAS. Aborted takeoff and found the fleshy bird remains on the nose gear, lower antenna and right wing leading edge. No damage to the aircraft reported.","Take-off run","Day",1,"Medium","Unknown bird or bat",,,0,0,0,0,0,1,"1,821",110
"MILITARY","UNKNOWN",,"COLORADO SPRINGS MUNICIPAL","< 1000 ft",,,"Aborted Take-off","No damage",,5/12/2000 0:00,,,"Colorado","LJ35 aircraft_x000D_
struck 2 birds on takeoff roll at about 110 kias. Aborted t//o and found bird remains on nose gear. Lower antenna, and right wing leading edge.","Take-off run","Day",1,"Small","Horned lark",,,0,0,0,0,0,1,"3,922",110
"MILITARY","C-21A","Airplane","PUEBLO MEMORIAL ARPT","< 1000 ft","None",,"None","No damage",,5/10/2000 0:00,,,"Colorado","Inspected upon landing._x000D_
No Damage noted._x000D_
Small amount of blood found on landing gear strut.","Take-off run","Day",1,"Medium","Unknown bird or bat",,,0,0,0,0,0,1,"1,820",120
"MILITARY","T-37B",,"SHEPPARD AIR FORCE BASE","Unknown",,,,"No damage",,5/9/2000 0:00,,,"Texas","After leveling off from pattern breakout @ 90deg to initial","Approach","Night",1,"Medium","Swainson's hawk",,,0,0,0,,,1,"7,328",
"MILITARY","C-130E","Airplane","QUONSET STATE ARPT","< 1000 ft","None","No Clouds","None","No damage",,5/9/2000 0:00,,,"Rhode Island","Right leading edge and right gear door.","Landing Roll","Dusk","2 to 10",,"Gulls,terns",,,0,0,0,0,0,1,"1,818",115
"MILITARY","C-130E","Airplane","QUONSET STATE ARPT","< 1000 ft",,,,"No damage",,5/9/2000 0:00,,,"Rhode Island","Rt leading edge and rt. gear door","Landing Roll","Dusk",,,"Gulls",,,0,0,0,0,0,1,"1,819",115
"MILITARY","KC-135R","Airplane","PEASE INTL TRADEPORT","Unknown",,"No Clouds","None","No damage",,5/8/2000 0:00,,,"New Hampshire",,,"Night",1,"Medium","Unknown bird or bat",,,0,0,0,,,1,"1,360",
"MILITARY","KC-135R","Airplane","AMARILLO INTL","< 1000 ft","None","No Clouds","None","No damage",,5/5/2000 0:00,,,"Texas",,"Climb","Day",1,"Small","Unknown bird - small",,,0,0,0,400,,1,"1,359",230
"MILITARY","C-21A","Airplane","PUEBLO MEMORIAL ARPT","< 1000 ft","None","No Clouds","Precautionary Landing","No damage",,5/4/2000 0:00,,,"Colorado","BIRD FOUND, TOWER SAID IT WAS A 3 OUNCE LARK.","Take-off run","Day",1,"Small","Western meadowlark",,,0,0,0,0,0,1,"2,021",125
"MILITARY","C-21A","Airplane","PUEBLO MEMORIAL ARPT","< 1000 ft","None","No Clouds","Precautionary Landing","No damage",,5/4/2000 0:00,,,"Colorado","Bird found and sent.","Take-off run","Day",1,"Medium","Unknown bird or bat",,,0,0,0,0,0,1,"2,020",125
"MILITARY","T-1A","Airplane","ABILENE REGIONAL ARPT","< 1000 ft","None","Overcast","None","No damage",,5/4/2000 0:00,,,"Texas","REPORT LATE DUE TO FSO ATTENDING SAFETY COURSE","Approach","Day",,"Medium","Unknown bird - medium",,,0,21,21,"1,000",,1,"2,019",120
"MILITARY","C-130H","Airplane","WILL ROGERS WORLD ARPT","> 1000 ft","None","No Clouds","None","No damage",,5/3/2000 0:00,,,"Oklahoma",,"Approach","Day",1,"Small","Unknown bird - small",,,0,0,0,"2,300",,1,"2,825",200
"MILITARY","AT-38B","Airplane","SHEPPARD AIR FORCE BASE","< 1000 ft",,,,"No damage",,5/3/2000 0:00,,,"Texas",,"Approach","Day",1,"Small","Mourning dove",,,0,0,0,100,,1,"7,327",160
"MILITARY","C-130H","Airplane","PUEBLO MEMORIAL ARPT","< 1000 ft","None","No Clouds","Other","No damage",,5/3/2000 0:00,,,"Colorado",,"Take-off run","Day",1,"Medium","Unknown bird or bat",,,0,0,0,0,0,1,"2,018",80
"MILITARY","KC-135R","Airplane","PEASE INTL TRADEPORT","Unknown",,,,"No damage",,5/2/2000 0:00,,,"New Hampshire",,"Climb","Day",,"Small","White-throated sparrow",,,0,0,0,,,1,"2,824",
"MILITARY","KC-135R","Airplane","PEASE INTL TRADEPORT","> 1000 ft","None","No Clouds","None","No damage",,5/2/2000 0:00,,,"New Hampshire","NONE","Approach","Night",1,"Small","Unknown bird - small",,,0,0,0,"3,000",,1,"2,821",175
"MILITARY","KC-135R","Airplane","PEASE INTL TRADEPORT","> 1000 ft","None","No Clouds","None","No damage",,5/2/2000 0:00,,,"New Hampshire",,"Approach","Night",1,"Small","Unknown bird - small",,,0,0,0,"3,000",,1,"2,822",175
"MILITARY","KC-135R","Airplane","PEASE INTL TRADEPORT","> 1000 ft",,,"None","No damage",,5/2/2000 0:00,,,"New Hampshire",,"Climb","Dusk",1,"Small","Unknown bird - small",,,0,0,0,"3,000",,1,"2,823",180
"MILITARY","B-52H","Airplane","BARKSDALE AIR FORCE BASE ARPT","Unknown","None","No Cloud","None","No damage",,5/1/2000 0:00,,,"Louisiana","Birdstrike discovered post-flight on the #4 flap.","Approach","Day",1,"Medium","Unknown bird or bat",,,0,0,0,,,1,"7,326",
"MILITARY","F-15C","Airplane","KLAMATH FALLS INTL","< 1000 ft","None","No Clouds","None","No damage",,5/1/2000 0:00,,,"Oregon","No remains to pick up - probably picked up by larger animal.  Bird glazed off canopy.","Approach","Day","2 to 10","Small","Unknown bird - small",,,0,0,0,15,,1,"2,820",150
"MILITARY","KC-135R","Airplane","PEASE INTL TRADEPORT","< 1000 ft",,,,"No damage",,4/27/2000 0:00,,,"New Hampshire",,"Approach","Night",1,"Small","Unknown bird - small",,,0,0,0,900,,1,"3,536",170
